BARCODE,PRODUCT CODE,MODEL NAME,PRODUCT NAME,BRAND NAME,MRP,NET QTY,CATEGORY,DISCOUNT,DIWALI SCHEME A,DIWALI SCHEME B,DIWALI SCHEME C,RETAIL,,Brand Name,LARAH,
8904279401969,NOT MENTIONED,MACHO 1100 PUF INSULATED,"MACHO 1100 PUF INSULATED , 950ML",PEXPO,599,2,0,0,0,0,0,,,,,
8901309224154,CFDWSET1CL18,CARRY FRESH STAINLESS STEEL INSULATED LUNCH BOX 525 ML,CARRY FRESH SS INSULATED LUNCH BOX 525ML,BOROSIL,725,1,SS LUNCHBOX,40,4,3,2,30,,,,
8901309221641,CFFP24SS12,FRY PAN -24CM,IMB FRY PAN - 2.2L / 24CM,BOROSIL,1360,0,IMB,40,4,3,2,30,,,,
8901309220569,SF0900GLCS12,CURRY SERVER 900ML,SS CURRY SERVER 900ML,BOROSIL,725,10,STEEL CASSEROLE,40,4,3,2,30,,,,
8901309222617,ICYS2IND400H,400ML MICROWAVABLE INDIGO GLASS LUNCH BOX SET OF 2 ROUND,LUNCH BOX S/2 INDIGO BLUE RD 400 ML-HORZ,BOROSIL,945,0,LUNCH BOX KLIP N STORE,60,0,0,0,50,,,,
8901309221573,CFFK24SS12,FLAT KADHAI WITH LID -2.8L,IMB FLAT KADHAI WITH LID - 3.2L / 24CM,BOROSIL,1775,0,IMB,40,4,3,2,30,,,,
8901309230612,HDECOCOPERGL,COOPER HYDRATION SET,ECO - PLAIN COPPER BOTTLE 1000 ML X 1 +,BOROSIL,2195,0,COPPER BOTTLE,50,0,0,0,40,,,,
8904279401839,NOT MENTIONED,STEEL MICRO PRO ,3PCS BOWL WITH LID & 1SPOON ,PEXPO,799,1,0,0,0,0,0,,,,,
8901309107389,NOT MENTIONED,MICROWAVABLE SET OF 2 MIXING BOWLS (1.3L+2.5L),MICROWAVABLE SET OF 2 MIXING BOWLS (1.3L+2.5L),BOROSIL,975,1,MIXING BOWL SET,60,0,0,0,50,,,,
8901309226424,BVS2NESJ250,250 ML NEO SPICE GLASS JAR SET OF 4,SET OF 4 NEO SPICE JAR 250 ML,BOROSIL,1260,0,SALT N PEPPER BOROSIL,50,0,0,0,40,,,,
8901309006484,SSLBSETPNK,CARRY FRESH SLIM SS LUNCH BOX- PINK ,SS SLIM LUNCH BOX SET 700ML+125ML-PINK,BOROSIL,955,27,SS LUNCHBOX,40,4,3,2,30,,,,
8901309227858,CFTP18SS24,TOPE WITH LID -2.1L ,IMB TOPE 2.2L/18 CM WITH LID,BOROSIL,1240,2,IMB,40,4,3,2,30,,,,
8904127920505,B16FL,MIXING BOWL B16FL 2PCS WITH AIRTIGHT LID,POLO MIXING BOWL WITH LID ,YERA,125,1,0,0,0,0,0,,,,,
8904127927412,TS9PO-GP,EPITOME TUMBLER ,"EPITOME TUMBLER ,260ML",YERA,190,2,0,0,0,0,0,,,,,
8901309004213,BVDINR20DGRY,AURA GLASS DINNER SET,DINNER SET-GREY-20PCS (DISHX06+BOWLX14),BOROSIL,6995,6,VISION,40,0,0,0,30,,,,
8904127900903,TS9HB LSR,ESTHER,ESTHER (245ML) 6PCS SET,YERA,165,1,0,0,0,0,0,,,,,
8901309221580,CFTL20SS13,STAINLESS STEEL COOKFRESH TASLA-1.8L,IMB TASLA - 1.8L / 20CM,BOROSIL,725,1,IMB,40,4,3,2,30,,,,
8901309227261,CFPC5LAL03,PRESTO IB ALUMINIUM COOKER 5L,PRESTO IB ALUMINIUM COOKER 5 LTR,BOROSIL,2245,0,ALUMINIUM COOKER,36,4,3,2,26,,,,
8901309226288,CFPC3LSS01,PRESTO STAINLESS STEEL PRESSURE COOKER 3L,PRESTO SS PRESSURE COOKER 3L,BOROSIL,2650,1,STEEL PRESSURE COOKER,40,4,3,2,30,,,,
8901309227292,CFPC3LAL06,PRONTO IB ALUMINIUM COOKER 3L,PRONTO IB ALUMINIUM COOKER 3 LTR,BOROSIL,1775,0,ALUMINIUM COOKER,36,4,3,2,26,,,,
8901309220477,SF1150GLRS11,SERVE FRESH STAINLESS STEEL INSULATED ROTI SERVER 1.1L,SS ROTI SERVER 1.1L WITH GLASS LID,BOROSIL,880,19,STEEL CASSEROLE,40,4,3,2,30,,,,
8901309220507,SF1200GLHS12,HANDI SERVER 1.2L,SS HANDI SERVER 1200ML,BOROSIL,940,9,STEEL CASSEROLE,40,4,3,2,30,,,,
8901309230001,BVNABDSB500,LYSAA SNACK SET DESIGNER BOWL WITH SET OF 2 DELITE MUGS,S/3 DESIGNER BOWLS X 1 + DELITE MUGS�X 2,BOROSIL,545,48,COMBINATION SET,50,0,0,0,40,,,,
8901309228053,CFTT016SS59,TRI-PLY TOPE WITH LID 1.6L,COOKFRESH STAINLESS STEEL TOPE,BOROSIL,1795,1,TRIPLY,50,0,0,0,40,,,,
8904121213184,NOT MENTIONED,STAXX THE STACKABLE JARS,STAXX 2PC SET,JAYPEE ,220,85,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309218962,ITFRECT37OH,370 ML MICROWAVABLE RECTANGULAR GLASS LUNCH BOX HORIZONTAL SET OF 2,370 ML MICROWAVABLE RECTANGULAR GLASS LUNCH BOX HORIZONTAL SET OF 2,BOROSIL,885,1,LUNCH BOX KLIP N STORE,60,0,0,0,50,,,,
8901309221078,IYKNS02RN011,MICROWAVABLE KLIP-N-STORE ROUND 240ML + ,MICROWAVABLE KLIP-N-STORE ROUND 240ML + ,BOROSIL,595,7,COMBINATION SET,50,0,0,0,40,,,,
8901309434157,NOT MENTIONED,"MICROWAVABLE SET OF 3 SQUARE DISH WITH LID 0.5L,0.8L&1.6L","MICROWAVABLE SET OF 3 SQUARE DISH WITH LID 0.5L,0.8L&1.6L",BOROSIL,1995,13,COMBINATION SET,50,0,0,0,40,,,,
8901309107488,IH77GS02702,MICROWAVABLE COMBINATION SET OF 2 ,COMB/2 M B 1.3 L P/L + SQ DISH 1.6 L P/L,BOROSIL,1555,1,COMBINATION SET,50,0,0,0,40,,,,
8901309005173,BGFGBJAR0001,ECO GLASS JAR WITH BAMBOO LID 600 ML,1 N GLASS JAR WITH BAMBOO LID 600ML,BOROSIL,545,11,JAR BOROSIL,50,0,0,0,40,,,,
8901309215602,IWT11SC7003,CLASSIC TREN-WIDE JAR WITH LID-1.4L,CLASSIC TREND - WIDE JAR WITH LID 1.40 L,BOROSIL,645,1,JAR BOROSIL,50,0,0,0,40,,,,
8901309220996,IWT11JGVM02,AQUA SET-MARINA JUG 600  ML + VISIOM GLASS SET OF 2,AQUA SET-MARINA JUG 600  ML + VISIOM GLASS SET OF 2,BOROSIL,475,1,LEMON SET BOROSIL,40,0,0,0,30,,,,
8901309004039,GGSWSWTLBO8,GLORY GREEN STAINLESS STEEL LUNCH BOX SET OF 2-280 ML X 2-VERTICAL,STAINLESS STEEL LUNCH BOX,BOROSIL,845,1,SS LUNCHBOX,40,4,3,2,30,,,,
8901309218825,BR430100002,VISION RADIUS,BOROSIL RADIUS GLASS MEDIUM - 295 ML,BOROSIL,745,20,VISION,40,0,0,0,30,,,,
8901309233439,BVCRTVIST1000,ARTISAN SERIES 1 L CRYSTO GLASS BOTTLE,VISTA-GLASS BOTTLE WM SILVER LID 1L,BOROSIL,645,1,LEMON SET BOROSIL,40,0,0,0,30,,,,
8901309228350,KBT500PNK15,PRINCESS WATER BOTTLE-500,PRINCESS KIDS WATER BOTTLE-500,BOROSIL,995,1,VACCUM DOUBLE WALL,36,4,3,2,26,,,,
8901309222587,ICYS2IND320V,MICROWAVABLE INDIGO KLIP-N-STORE LUNCH BOX SET OF 2 SQUARE-320 ML,LUNCH BOX S/2 INDIGO BLUE SQ 320 ML-VERT,BOROSIL,885,1,LUNCH BOX KLIP N STORE,60,0,0,0,50,,,,
8904121215614,NOT MENTIONED,NOVA 3 PC.COFFEE SET,NOVA3 PCS COFFEE SET,JAYPEE PLUS ,1580,3,SMARTSTEEL COMBO,45,5,3,2,35,,,,
8904121212330,NOT MENTIONED,STEELLINE,STEELLINE,JAYPEE PLUS ,1895,2,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8907516111591,NOT MENTIONED,LARAH OPALGLASS,2 N BREAK FAST SET POLKA RED,LARAH,350,4,BREAKFAST SET 2 PC,40,5,3,2,30,,,,
8907516096874,NOT MENTIONED,LARAH OPALGLASS,OPAL GLASS,BOROSIL,165,4,0,0,0,0,0,,,,,
8901309218566,BSM70NDS15,NEO SANDWICH MER,NEO SANDWICH MAKER,BOROSIL,2290,1,SANDWICH MAKER,36,4,3,2,26,,,,
8904279401921,NOT MENTIONED,EASY GRIP 900 PUF INSULATED,STAINLESS STEEL,PEXPO,499,2,0,0,0,0,0,,,,,
8904279400474,NOT MENTIONED,TRI-PLY VACUUM TECHNOLOGY,NO,PEXPO,699,1,0,0,0,0,0,,,,,
8904296601533,NOT MENTIONED,CONNECTING GENERATIONS,LUNCH BOX-EXL,JAYPEE ,385,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121204151,NOT MENTIONED,ULTRA FIT NEO,ULTRAFIT NEO LUNCH BOX,JAYPEE ,160,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121204779,NOT MENTIONED,BRISTEEL INSULATED LUNCH BOX,LUNCH BOX-BRISTEEL JR,JAYPEE ,462,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904279407336,NOT MENTIONED,HEALTH NO THE GO,NO,PEXPO,555,1,0,0,0,0,0,,,,,
8904121211951,NOT MENTIONED,RIB BOSS SMALL 1N,RIB BOSS SMALL,JAYPEE PLUS ,70,7,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121213924,NOT MENTIONED,RIB KLEAN DUSTPAN,RIB KLEAN DUSTPAN,JAYPEE PLUS ,67,35,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8906127270062,MS-247,RADIANT FRUIT + VEG JUICER S.S STRAINER,JUICER,SENSO,772,3,0,0,0,0,0,,,,,
8904297301616,NOT MENTIONED,LUNCH PACK PREMIER 2.2 LTR,LUNCH PACK PREMIER,JAYPEE PLUS ,1522,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8906127270321,MS-165,LEMON SQUEEZER LIGHT ECO,LEMON SQUEEZER,NENCY,NO,1,0,0,0,0,0,,,,,
8904052863663,NOT MENTIONED,STEELEX SET OF 3 300 ML,STORING HAPPINESS,PEARLPET,1700,1,0,55,0,0,0,45,,,,
8904121206841,NOT MENTIONED,MIDDAY BOX SR 1N,MIDDAY BOX SR ,JAYPEE PLUS ,255,3,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309233484,NOT MENTIONED,VISION GLASSES 6N (295 ML),VISION GLASSES 6N (295 ML),BOROSIL,645,2,VISION,40,0,0,0,30,,,,
8904296600529,NOT MENTIONED,ECOSTEEL SR LUNCH BOX,ECOSTEEL SR LUNCH BOX,JAYPEE ,647,0,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297307274,NOT MENTIONED,SPICY MASALA BOX,SPICY ,JAYPEE ,318,6,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309223126,FLKT50SSB11,TEAPOT 550 SS (500ML),TEAPOT - 500 SS,BOROSIL,1075,11,VACCUM DOUBLE WALL,36,4,3,2,26,,,,
8901309223195,FLKT20L0Y11,TEAPOT OYSTER 2L,TEAPOT OYSTER 2L,BOROSIL,2095,1,VACCUM DOUBLE WALL,36,4,3,2,26,,,,
8904121213559,NOT MENTIONED,CORAL 750 SMART GLASS,CORAL 750,JAYPEE PLUS ,505,24,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121213719,NOT MENTIONED,SAFFRON 1000 SMARTGLASS,SAFFRON 1000 ,JAYPEE PLUS ,580,0,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121213788,NOT MENTIONED,LILY 1000 SMARTGLASS,LILY 1000 ,JAYPEE PLUS ,470,8,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121213894,NOT MENTIONED,SIRPO 500 SMARTGLASS,SIRPO 500 ,JAYPEE PLUS ,540,0,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121213689,NOT MENTIONED,DAISY 750 SMART GLASS ,DAISY 750 ,JAYPEE PLUS ,490,24,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121213757,NOT MENTIONED,TULIP 750 SMARTGLASS,TULIP 750 ,JAYPEE PLUS ,445,27,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904296603247,NOT MENTIONED,JUSGLO 290 ML,JUSGLO,JAYPEE ,367,2,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121211784,NOT MENTIONED,WOODZEE- II LUNCH BOX ( 650 ML),WOODZEE- II LUNCH BOX ,JAYPEE PLUS ,625,0,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8906119471774,AIEZ750,S S OIL DESPENSER 750 ML,S S OIL DESPENSER ,AVIAS,550,0,0,45,5,3,2,35,,,,
8904297304570,NOT MENTIONED,AXIS PENCIL BOX 1U,AXIS PENCIL BOX,JAYPEE ,184,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309221986,NOT MENTIONED,KRYSTALIA,KRYSTALIA IDEAL GLASSES 230 ML,BOROSIL,1095,6,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309221474,CRTFSTPLN300,KRYSTALIA,KRYSTALIA FIESTA GLASSES,BOROSIL,745,5,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309221825,NOT MENTIONED,KRYSTALIA,KRYSTALIA,BOROSIL,1095,2,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309222037,NOT MENTIONED,KRYSTALIA,KRYSTALIA DIANA GLASSES,BOROSIL,1095,6,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8904121216086,NOT MENTIONED,ZEN 650,ZEN 650,JAYPEE PLUS ,820,44,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309221627,CFDK22SS17,STAINLESS STEEL DEEP KADHAI,IMB DEEP KADHAI WITH LID - 2.5L /22CM,BOROSIL,1460,3,IMB,40,4,3,2,30,,,,
8901309221610,CFDK20SS16,STAINLESS STEEL DEEP KADHAI,IMB DEEP KADHAI WITH LID - 1.9L /20CM,BOROSIL,1255,3,IMB,40,4,3,2,30,,,,
8904121210565,NOT MENTIONED,LUXE TRAY,LUXE TRAY 1N,JAYPEE PLUS ,1095,3,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297301746,NOT MENTIONED,PREMIER,LUNCH PACK ,JAYPEE ,1807,10,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297301371,NOT MENTIONED,LUNCH PACK ,PREMIER 3,JAYPEE ,1133,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297300794,NOT MENTIONED,LUNCH PACK ,MEAL IN STEEL 3,JAYPEE ,1498,3,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121216208,NOT MENTIONED,HOMELY ,LUNCH BOX,JAYPEE PLUS ,1325,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297302088,NOT MENTIONED,LUNCH PACK ,BRILLIO 3,JAYPEE ,956,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121205844,NOT MENTIONED,JAZZ ,CASSEROLE 1500 ML,JAYPEE ,711,11,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297305713,NOT MENTIONED,CLAYO ROYALE,CASSEROLE 2000 ML,JAYPEE ,942,3,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121214631,NOT MENTIONED,EZYPOUR 500,EZYPOUR 500,JAYPEE PLUS ,335,2,SMARTSTEEL SINGLE WALL,45,5,3,2,35,,,,
8904121210695,NOT MENTIONED,SMART STEEL INSULATED BOTTLE ,CHARLIE 550 BOTTLE,JAYPEE PLUS ,820,27,SMARTSTEEL,40,5,3,2,30,,,,
8904121212767,NOT MENTIONED,ELEGANT 500,VACUUM INSULATED CARAFE,JAYPEE PLUS ,1000,29,SMARTSTEEL,40,5,3,2,30,,,,
8904121210718,NOT MENTIONED,CHARLIE 1000,VACUUM INSULATED BOTTLE,JAYPEE PLUS ,1060,45,SMARTSTEEL,40,5,3,2,30,,,,
8904121213511,NOT MENTIONED,STAR 350,VACUUM INSULATED BOTTLE,JAYPEE PLUS ,850,1,SMARTSTEEL,40,5,3,2,30,,,,
8904121211012,NOT MENTIONED,UNIFORM 350,VACUUM INSULATED BOTTLE,JAYPEE PLUS ,740,2,SMARTSTEEL,40,5,3,2,30,,,,
8904121212798,NOT MENTIONED,ELITE 300,VACUUM INSULATED BOTTLE,JAYPEE PLUS ,725,19,SMARTSTEEL,40,3,3,2,30,,,,
8904121215010,NOT MENTIONED,GRIPPER 1000,SINGLE WALL STEET BOTTLE,JAYPEE PLUS ,415,12,SMARTSTEEL,40,5,3,2,30,,,,
8904121214549,NOT MENTIONED,STEELIO 750,SINGLE WALL STEET BOTTLE,JAYPEE PLUS ,340,9,SMARTSTEEL,40,5,3,2,30,,,,
8904121214648,NOT MENTIONED,EZYPOUR 750,EZYPOUR 750,JAYPEE PLUS ,365,2,SMARTSTEEL SINGLE WALL,45,5,3,2,35,,,,
8904121210725,NOT MENTIONED,BRAVO 550,VACUM INSULATED BOTTLE,JAYPEE PLUS ,785,18,SMARTSTEEL,40,5,3,2,30,,,,
8904121215904,NOT MENTIONED,VOLVO SS MUG,VOLVO SS MUG 1U,JAYPEE PLUS ,415,53,SMARTSTEEL,40,5,3,2,30,,,,
8901309215404,NOT MENTIONED,VIOLA DECANTER ,VIOLA MULTIFUNTION GLASS DECANTER,BOROSIL,695,4,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309215381,NOT MENTIONED,CLASSIC WIDE ,CLASSIC WIDE JAR 900ML,BOROSIL,495,4,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211246,NOT MENTIONED,VERTA GLASS,VERTA GLASS,BOROSIL,375,3,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211215,NOT MENTIONED,OMEGA GLASS,OMEGA GLASS,BOROSIL,345,8,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309215367,NOT MENTIONED,NOVARA GLASSES,NOVARA GLASSES,BOROSIL,450,3,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211079,NOT MENTIONED,PENTA GLASS 330 ML,PENTA GLASS 330 ML,BOROSIL,395,5,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309223799,IDTICEEG310,ICEE GLASSES 310 ML,ICEE GLASSES 310 ML,BOROSIL,465,7,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211369,NOT MENTIONED,LEXA GLASS,LEXA GLASS,BOROSIL,425,11,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309223720,IDTICEEG330,LISBA GLASSES,LISBA GLASSES,BOROSIL,575,4,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211239,NOT MENTIONED,LYEA GLASS 210 ML,LYEA GLASS 210 ML,BOROSIL,325,2,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211253,NOT MENTIONED,LYEA GLASS 320 ML,LYEA GLASS 320 ML,BOROSIL,395,2,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309211185,NOT MENTIONED,CRYSTO GLASS,CRYSTO GLASS,BOROSIL,365,2,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309223737,IDTICEEG300,LISBA GLASSES,LISBA GLASSES,BOROSIL,595,2,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309205238,NOT MENTIONED,INTERNATIONAL 450ML,INTERNATIONAL 450ML,BOROSIL,395,16,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8901309205207,NOT MENTIONED,INTERNATIONAL 1200ML,INTERNATIONAL 1200ML,BOROSIL,645,6,OLD GLASSES BOROSIL,50,0,0,0,40,,,,
8904297305768,NOT MENTIONED,STAINLESS STEEL CARAFE,SMUG STAINLESS STEEL CARAFE 1.5 LT ,JAYPEE ,711,29,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297300152,NOT MENTIONED,HOME PAC 4,LUNCH BOX 1.08LTR ,JAYPEE ,733,8,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121215102,NOT MENTIONED,DONNA 1000 ,MIXING BOWL,JAYPEE PLUS ,495,10,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8906119471453,NOT MENTIONED,STAINLESS STEEL SPICE BOX,DELUXE SPICE BOX (MEDIUM),AVIAS,1500,16,0,45,5,3,2,35,,,,
8906119471415,NOT MENTIONED,STAINLESS STEEL SPICE BOX,ELEGANT SPICE BOX,AVIAS,1500,1,0,45,5,3,2,35,,,,
8904121215140,NOT MENTIONED,COPPER BOTTLE +2PC GLASS SET,NECTOR COMBO PACK ,JAYPEE PLUS ,1895,11,COPPER JAYPEE,40,5,3,2,30,,,,
8906127270185,MS-281,QUICK CRUSHER,QUICK CRUSHER ,MAX SENSO,299,1,0,0,0,0,0,,,,,
8906119473587,NOT MENTIONED,6 SQUARE SPICE BOX ,6 SQUARE SPICE BOX CUM DRY FRUIT BOX,JAYPEE ,2520,1,JAYPEE HOUSEHOLD,0,50,47.75,45,,,,,
8906119474294,NOT MENTIONED,RUBY HAMMERED 2500ML ,RUBY 2500ML -PRESS TYPE LID,AVIAS,1890,1,0,45,5,3,2,35,,,,
8906119471057,NOT MENTIONED,RIARA SILVER 2500ML,RIARA SILVER ,AVIAS,1770,1,0,45,5,3,2,35,,,,
8906119471040,NOT MENTIONED,RIARA SILVER 1500ML,RIARA SILVER ,AVIAS,1590,1,0,45,5,3,2,35,,,,
8906119474461,NOT MENTIONED,ASTRA 3PC SET,ASTRA CASSEROLE GIFT SET,AVIAS,2400,1,0,45,5,3,2,35,,,,
8906119470562,NOT MENTIONED,AROMA HANDI 3PCS SET,AROMA HANDI SET,AVIAS,2650,1,0,45,5,3,2,35,,,,
8904121210169,NOT MENTIONED,TAURUS LUNCH BOX,TAURUS ,JAYPEE PLUS ,850,233,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8906175202909,NOT MENTIONED,CASSEROLE VENUS -2500,VENUS 2500 INSULATED CASSEROLE,DREAMZ,876,19,HOUSEHOLD,LIST RATE,0,0,0,LIST RATE,,,,
8904296603575,900300018,MINI MAX JUNIOR,"MINI MAX JUNIOR ,415ML ",JAYPEE ,207,5,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121206940,NOT MENTIONED,RITZZ,"RITZZ GLASS ,350ML",JAYPEE PLUS ,680,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904297300121,NOT MENTIONED,LUNCH PACK ,HOME PAC 3,JAYPEE ,701,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904127936124,SQS40,CLARET JUG WITH CAP 1PC.,"CLARETJUG ,1180ML",YERA,140,3,0,0,0,0,0,,,,,
8904121213474,NOT MENTIONED,UNIKLASS KLARO TWIN ,KLARIO TWIN ROUND 620ML +620ML,JAYPEE PLUS ,850,9,JAYPEE GLASSWARE,45,5,3,2,35,,,,
8904121205790,NOT MENTIONED,SEALHT 2PC SET ,SEAT IT AIR TIGHT CONTAINER,JAYPEE PLUS ,655,42,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121210367,NOT MENTIONED,ZETA 4 ,ZETA 4,JAYPEE PLUS ,795,4,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121210947,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,QUEBEC 700,JAYPEE PLUS ,1140,47,SMARTSTEEL,40,5,3,2,30,,,,
8904121215577,NOT MENTIONED,ALPHA PRO 500,ALPHA PRO 500 ML ,JAYPEE PLUS ,850,54,SMARTSTEEL,40,5,3,2,30,,,,
8904121211067,NOT MENTIONED,SMART STEEL  VACUUM  INSULATED BOTTLE ,ALPHA 500,JAYPEE PLUS ,750,75,SMARTSTEEL,40,5,3,2,30,,,,
8904121215690,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,VOGUE 700ML,JAYPEE PLUS ,1035,93,SMARTSTEEL,40,5,3,2,30,,,,
8904121215706,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,VOGUE 500ML,JAYPEE PLUS ,820,50,SMARTSTEEL,40,5,3,2,30,,,,
8904121212835,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,DIVINE 700,JAYPEE PLUS ,975,11,SMARTSTEEL,40,5,3,2,30,,,,
8904121214778,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,ALPINE 1800,JAYPEE PLUS ,1895,11,SMARTSTEEL,40,5,3,2,30,,,,
8904121214761,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,ALPINE 1400,JAYPEE PLUS ,1595,1,SMARTSTEEL,40,5,3,2,30,,,,
8904121210954,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,QUEBEC 900,JAYPEE PLUS ,1260,27,SMARTSTEEL,40,5,3,2,30,,,,
8904121212347,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,ALPHA 1500,JAYPEE PLUS ,1400,0,SMARTSTEEL,40,5,3,2,30,,,,
8904121214785,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,FROST 1400,JAYPEE PLUS ,1395,1,SMARTSTEEL,40,5,3,2,30,,,,
8904121213498,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,POLAR 700,JAYPEE PLUS ,1080,2,SMARTSTEEL,40,5,3,2,30,,,,
8904121215584,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,ALPHA PRO 1000 ML ,JAYPEE PLUS ,1120,119,SMARTSTEEL,40,5,3,2,30,,,,
8904121213481,NOT MENTIONED,SMARTSTEEL INSULATED BOTTLE ,DOLPHIN 500,JAYPEE PLUS ,895,0,SMARTSTEEL,40,5,3,2,30,,,,
8904121206933,NOT MENTIONED,STAND-ALL,STAND-ALL DIVIDER,JAYPEE PLUS ,90,158,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904121216000,NOT MENTIONED,MARINA,MARINA SET OF 3,JAYPEE PLUS ,765,0,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8901309221214,FLKT15RED20,TEAM INDIA,TEAPOT-1.5L-RED,BOROSIL,1595,1,VACCUM DOUBLE WALL,36,4,3,2,26,,,,
8901309219754,ICS11120750,ENDURA JAR-750 ML ,GLASS JAR ENDURA - 750 ML,BOROSIL,475,1,JAR BOROSIL,50,0,0,0,40,,,,
8904121205301,NOT MENTIONED,GLASSEROL TWIN SET 1200+1200,CASSEROLE-GLASSEROL TWIN SET 1200+1200,JAYPEE ,1320,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8904296602387,NOT MENTIONED,CASSA GLASS CASSEROLE TWIN SET 1000+1000,CASSEROLE-CASSAGLASS TWIN SET,JAYPEE ,1298,1,JAYPEE HOUSEHOLD,0,51.84,50.3,47.75,,,,,
8906119472115,A145001,FRESHIA 2 LUNCH CARRIER,FRESHIA LUNCH CARRIER R 2,AVIAS,665,1,0,45,5,3,2,35,,,,
8901309217736,HDTWGMDSOR3,ORBIT TRAY 3,ORBIT TRAY-3,BOROSIL,1195,31,ORBIT TRAY,30,0,0,0,20,,,,
