BARCODE,PRODUCT CODE,MODEL NAME,PRODUCT NAME,BRAND NAME,MRP,NET QTY,CATEGORY,DISCOUNT,DIWALI SCHEME A,DIWALI SCHEME B,DIWALI SCHEME C,RETAIL,,Brand Name,LARAH,
8907516178907,HTTC6MUG11NOANO,11CL MUG NOVELTY - 6 Pc,6 N 11CL MUG NOMA(NO),LARAH,395,11,11 CL MUG 6 PC,46,5,3,2,36,,,,
8907516178945,HTTC6MUG10DRECR,10CL MUG CYRSTA - 6 Pc,6 N 10CL MUG DREAMER(CR),LARAH,385,2,10 CL MUG 6 PC,46,5,3,2,36,,,,
8907516178976,HTTC6MUG10NIHCR,10CL MUG CYRSTA - 6 Pc,6 N 10CL MUG NIVAAH(CR),LARAH,385,5,10 CL MUG 6 PC,46,5,3,2,36,,,,
8907516178983,HTTC6MUG10NOACR,10CL MUG CYRSTA - 6 Pc,6 N 10CL MUG NOMA(CR),LARAH,385,6,10 CL MUG 6 PC,46,5,3,2,36,,,,
8907516179003,HT2MUG28CSANO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG COSTA(NO),LARAH,295,12,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516179058,HT2MUG28NIHNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG NIVAAH(NO),LARAH,295,14,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516179072,HT2MUG28SDTNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG STARDUST(NO),LARAH,295,16,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516179096,HT4MUG28FAENO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG FABLE(NO),Larah,590,6,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516179102,HT4MUG28DRENO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG DREAMER(NO),Larah,590,45,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516179119,HT4MUG28EERNO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG EMBER(NO),Larah,590,11,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516179133,HT4MUG28NIHNO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG NIVAAH(NO),Larah,590,9,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516179140,HT4MUG28NOANO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG NOMA(NO),Larah,590,6,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516179157,HT4MUG28SDTNO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG STARDUST(NO),Larah,590,13,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516183918,HTTC6CUP14AME1,14CL Cup Set -6 Pc,6 N 14CL CUP AMER,LARAH,445,0,CUP 14 CL 6 PC,46,5,3,2,36,,,,
8907516183925,HTTC6CUP14QUZ1,14CL Cup Set -6 Pc,6 N 14CL CUP QUARTZ,LARAH,445,13,CUP 14 CL 6 PC,46,5,3,2,36,,,,
8907516183970,HTTC12CS14VAT1,14CL Cup Saucer Set -12Pc,12 N 14CL CUP SAUCER VATIKA,LARAH,715,32,CUP SAUCER 14 CL ,46,5,3,2,36,,,,
8907516183994,HTTC12CS14AME1,14CL Cup Saucer Set -12Pc,12 N 14CL CUP SAUCER AMER,LARAH,715,0,CUP SAUCER 14 CL ,46,5,3,2,36,,,,
8907516184038,HTTC12CS14SRA1,14CL Cup Saucer Set -12Pc,12 N 14CL CUP SAUCER SUNHARA,LARAH,715,1,CUP SAUCER 14 CL ,46,5,3,2,36,,,,
8907516184106,HTTC12CS22SRARO,22CL Round Cup Saucer Set-12Pc,12 N 22CL CUP SAUCER RD SUNHARA,Larah,890,1,CUP SAUCER 22 CL,46,5,3,2,36,,,,
8907516184113,HTTC12CS22SYRRO,22CL Round Cup Saucer Set-12Pc,12 N 22CL CUP SAUCER RD SYRAH,LARAH,890,1,CUP SAUCER 22 CL,46,5,3,2,36,,,,
8907516184199,HTTC6MUG18AME1,18CL Mug Set-6,6 N 18CL MUG AMER,LARAH,495,0,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516184236,HTTC6MUG18SRA1,18CL Mug Set-6,6 N 18CL MUG SUNHARA,LARAH,495,7,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516184243,HTTC6MUG18SYR1,18CL Mug Set-6,6 N 18CL MUG SYRAH,LARAH,495,6,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516184298,HT1MUG32RYE1,32CL Mug - 1 PC,1 N 32CL MUG ROYALE,LARAH,170,44,1 PC 32 CL MUG,46,5,3,2,36,,,,
8907516184335,HT1MUG40AME1,39CL Mug - 1 Pc,1 N 39CL MUG AMER,Larah,265,1,1 PC 39 CL MUG,46,5,3,2,36,,,,
8907516184342,HT1MUG40QUZ1,39CL Mug - 1 Pc,1 N 39CL MUG QUARTZ,Larah,265,43,1 PC 39 CL MUG,46,5,3,2,36,,,,
8907516184359,HT1MUG40RAG1,39CL Mug - 1 Pc,1 N 39CL MUG RAGINA,LARAH,265,3,1 PC 39 CL MUG,46,5,3,2,36,,,,
8907516184380,HT1MUG40SYR1,39CL Mug - 1 Pc,1 N 39CL MUG SYRAH,Larah,265,2,1 PC 39 CL MUG,46,5,3,2,36,,,,
8907516184434,HTTC6MUG25RYE1,24CL Mug Set - 6Pcs,6 N 24CL MUG ROYALE,LARAH,675,0,COFFEE MUG 24 CL 6 PC,46,5,3,2,36,,,,
8907516184458,HTTC6MUG25SYR1,24CL Mug Set - 6Pcs,6 N 24CL MUG SYRAH,LARAH,675,4,COFFEE MUG 24 CL 6 PC,46,5,3,2,36,,,,
8907516185479,HT1KNS1VEBPL,KLIP N STORE - 1 Pc,1 N KLIP N STORE VEERA BLUE,Larah,245,12,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516185486,HT1KNS1HEXPL,KLIP N STORE - 1 Pc,1 N KLIP N STORE HELIX,Larah,245,12,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516185509,HT1KNS1GEGPL,KLIP N STORE - 1 Pc,1 N KLIP N STORE GEO GREEN,Larah,245,48,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516185547,HT2MUG28ANYNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG ANYA(NO),LARAH,295,16,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185554,HT2MUG28KRONO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG KROMA(NO),LARAH,295,4,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185561,HT2MUG28AABNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG AMARA BLUE(NO),LARAH,295,17,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185578,HT2MUG28AMMNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG AMARA MAROON(NO),LARAH,295,6,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185585,HT2MUG28MAYNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG MAYA(NO),LARAH,295,10,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185608,HT2MUG28ZOYNO,28CL MUG NOVELTY - 2 Pc,2 N 28CL MUG ZOYA(NO),LARAH,295,22,28 CL MUG 2 PC,46,5,3,2,36,,,,
8907516185615,HT4MUG28LEENO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG LEELA(NO),Larah,590,4,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516185660,HT4MUG28MAYNO,28CL MUG NOVELTY - 4 Pc,4 N 28CL MUG MAYA(NO),Larah,590,4,28 CL MUG 4 PC,46,5,3,2,36,,,,
8907516186308,HTTC6MUG16MAYCR,16CL MUG CYRSTA - 6 Pc,6 N 16CL MUG MAYA(CR),LARAH,495,23,16 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516186322,HTTC6MUG16ZOYCR,16CL MUG CYRSTA - 6 Pc,6 N 16CL MUG ZOYA(CR),LARAH,495,1,16 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516186339,HTTC6MUG16LEENO,16CL MUG NOVELTY - 6 Pc,6 N 16CL MUG LEELA(NO),LARAH,495,0,16 CL MUG NOVELTY,46,5,3,2,36,,,,
8907516186346,HTTC6MUG16ANYNO,16CL MUG NOVELTY - 6 Pc,6 N 16CL MUG ANYA(NO),LARAH,495,6,16 CL MUG NOVELTY,46,5,3,2,36,,,,
8907516186360,HTTC6MUG16AABNO,16CL MUG NOVELTY - 6 Pc,6 N 16CL MUG AMARA BLUE(NO),LARAH,495,10,16 CL MUG NOVELTY,46,5,3,2,36,,,,
8907516186391,HTTC6MUG16NOLNO,16CL MUG NOVELTY - 6 Pc,6 N 16CL MUG NOLA(NO),LARAH,495,21,16 CL MUG NOVELTY,46,5,3,2,36,,,,
8907516186445,HTTC6MUG21AABCR,21CL MUG CYRSTA- 6 Pc,6 N 21CL MUG AMARA BLUE(CR),LARAH,655,9,21 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516186469,HTTC6MUG21MAYCR,21CL MUG CYRSTA- 6 Pc,6 N 21CL MUG MAYA(CR),LARAH,655,3,21 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516186483,HTTC6MUG21ZOYCR,21CL MUG CYRSTA- 6 Pc,6 N 21CL MUG ZOYA(CR),Larah,655,29,21 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516187558,HT2KNS1ZISPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE ZIVA SKY,LARAH,490,60,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187589,HT2KNS1VEBPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE VEERA BLUE,LARAH,490,60,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187596,HT2KNS1HEXPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE HELIX,Larah,490,6,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187602,HT2KNS1GEOPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE GEO ORANGE,LARAH,490,71,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187619,HT2KNS1GEGPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE GEO GREEN,LARAH,490,73,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187633,HT2KNS1ARIPL,KLIP N STORE - 2 Pc,2 N KLIP N STORE ARIA,Larah,490,4,KLIP N STORE LARA,50,5,3,2,40,,,,
8907516187695,HTTC6CUP22RABSQ,22CL CUP SQUARE - 6 Pc,6 N 22CL CUP RAINBOW,LARAH,685,16,22 CL CUP SQUARE 6 PC,46,5,3,2,36,,,,
8907516187701,HTTC6CUP22COFSQ,22CL CUP SQUARE - 6 Pc,6 N 22CL CUP COLOUR FEST,LARAH,685,13,22 CL CUP SQUARE 6 PC,46,5,3,2,36,,,,
8907516187770,HTTC6CUP22ROBRO,22CL CUP ROUND - 6 Pc,6 N 22CL CUP ROSA BLACK,LARAH,625,0,CUP 22 CL 6 PC,46,5,3,2,36,,,,
8907516187787,HTTC6CUP22RLBRO,22CL CUP ROUND - 6 Pc,6 N 22CL CUP ROYAL BROWN,LARAH,625,12,CUP 22 CL 6 PC,46,5,3,2,36,,,,
8907516187794,HTTC6CUP22RLJRO,22CL CUP ROUND - 6 Pc,6 N 22CL CUP ROYAL JADE,LARAH,625,6,CUP 22 CL 6 PC,46,5,3,2,36,,,,
8907516189156,HT3LB400ZIS,400ML LUNCH BOX - 3N,3 N 400ML LUNCH BOX ZIVA SKY,Larah,995,0,TIFFIN LARA 3 CONTAINER,55,5,3,2,45,,,,
8907516189217,HT3LB400GEG,400ML LUNCH BOX - 3N,3 N 400ML LUNCH BOX GEO GREEN,LARAH,995,2,TIFFIN LARA 3 CONTAINER,55,5,3,2,45,,,,
8907516189507,NOT MENTIONED,1 N 1.50 L MIX BOWL ASSORTED,1 N 1.50 L MIX BOWL ASSORTED,LARAH,455,12,MIXING BOWL LARA,50,5,3,2,40,,,,
8907516189644,HTTC12CS22LOGRO,22CL Round Cup Saucer Set-12Pc,12 N 22CL CUP SAU RO LOGO,LARAH,820,20,CUP SAUCER 22 CL SNOW,46,5,3,2,36,,,,
8907516190015,HTTC6CUP16GDLSQ,16CL CUP SQUARE - 6 Pc,6 N 16CL CUP GOLDLINE,LARAH,565,17,16 CLMUG GOLD LINE NOVELTY,46,5,3,2,36,,,,
8907516190022,HTTC6MUG16GDLCR,16CL MUG CYRSTA - 6 Pc,6 N 16CL MUG GOLDLINE(CR),LARAH,495,5,16 CL MUG CRYSTA,46,5,3,2,36,,,,
8907516190039,HTTC6MUG16GDLNO,16CL MUG NOVELTY - 6 Pc,6 N 16CL MUG GOLDLINE(NO),Larah,495,0,16 CL MUG NOVELTY,46,5,3,2,36,,,,
8907516191715,HTTC27DN1AABTR,Dinner Set - 27 Pc(TIARA),27 N D/SET AMARA BLUE,LARAH,4035,1,DINNER SET 27 PC TIARA,50,5,3,2,40,,,,
8907516191722,HTTC27DN1AMMTR,Dinner Set - 27 Pc(TIARA),27 N D/SET AMARA MAROON,LARAH,4035,1,DINNER SET 27 PC TIARA,50,5,3,2,40,,,,
8907516191753,HTTC27DN1MAATR,Dinner Set - 27 Pc(TIARA),27 N D/SET MARIA,LARAH,4035,2,DINNER SET 27 PC TIARA,50,5,3,2,40,,,,
8907516194594,HT3STB1LUP24PL,STORAGE BOWL - 3 PC,3 N STORAGE BOWL LUPIN,LARAH,1195,15,3 PC STORAGE BOWL ,55,5,3,2,45,,,,
8907516194600,HT3STB1CTI24PL,STORAGE BOWL - 3 PC,3 N STORAGE BOWL CONFETTI,LARAH,1195,0,3 PC STORAGE BOWL ,55,5,3,2,45,,,,
8907516194617,HT3STB1JUP24PL,STORAGE BOWL - 3 PC,3 N STORAGE BOWL JUPITER,LARAH,1195,1,3 PC STORAGE BOWL ,55,5,3,2,45,,,,
8907516194624,HT3STB1CET24PL,STORAGE BOWL - 3 PC,3 N STORAGE BOWL COMET,LARAH,1195,24,3 PC STORAGE BOWL ,55,5,3,2,45,,,,
8907516194693,HT2STB1JUP8PL,STORAGE BOWL -2 PC,2 N STORAGE BOWL JUPITER,LARAH,795,0,2 PC STORAGE BOWL 800 ML,50,5,3,2,40,,,,
8907516194709,HT2STB1CET8PL,STORAGE BOWL -2 PC,2 N STORAGE BOWL COMET,LARAH,795,14,2 PC STORAGE BOWL 800 ML,50,5,3,2,40,,,,
8907516194723,HT2STB1CTI4PL,STORAGE BOWL -2 PC,2 N STORAGE BOWL CONFETTI,LARAH,595,3,2 PC STORAGE BOWL 400 ML,50,5,3,2,40,,,,
8907516194747,HT2STB1CET4PL,STORAGE BOWL -2 PC,2 N STORAGE BOWL COMET,LARAH,595,24,2 PC STORAGE BOWL 400 ML,50,5,3,2,40,,,,
8907516195089,HTTC27DS1RAGKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET RAGINA,LARAH,4465,1,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195096,HTTC27DS1RYEKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET ROYALE,LARAH,4465,2,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195133,HTTC27DS1CYCKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET CYCLADIA,LARAH,4465,3,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195140,HTTC27DS1SPDKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET SPLENDA,LARAH,4465,6,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195157,HTTC27DS1MIRKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET MINAR,LARAH,4465,3,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195164,HTTC27DS1TAJKO,Dinner Set - 27 PC(KOHINOOR),27 N D/SET TAJ,LARAH,4465,2,DINNER SET 27 PC KOHINOOR,50,5,3,2,40,,,,
8907516195904,HTTC23DS1BFRFL,Dinner Set - 23 Pcs,23 N D/SET BELLFLOWER,LARAH,2865,0,DINNER SET 23 PC LARA,0,1200,1225,1250,,,,,
8907516195973,HTTC35DN1BFRGB,Dinner Set - 35 Pcs,35 N D/SET BELLFLOWER,LARAH,3985,0,DINNER SET 35 PC LARA,0,1580,1620,1650,,,,,
8907516196833,HTTC8SSS18MBE,Snack Set - 8 Pc,8 N SNACK SET MARINA BLUE,Larah,825,3,SNACK SET 8 PC 18 CL,46,5,3,2,36,,,,
8907516197366,HTTC23DS1MAPFL,Dinner Set - 23 Pcs,23 N D/SET MARINA PEACH,LARAH,2865,0,DINNER SET 23 PC LARA,0,1200,1225,1250,,,,,
8907516197564,HTTC8SSS18MAP,Snack Set - 8 Pc,8 N SNACK SET MARINA PEACH,LARAH,825,0,SNACK SET 8 PC 18 CL,46,5,3,2,36,,,,
8907516197601,HT11FP1PER1FL,"FULL PLATE(11""FLUTED) SET - 6","6 N FULL PLATE 11"" PERSIA",LARAH,1025,3,LOOSEWARE,50,0,0,0,40,,,,
8907516198165,HTTC35DN1PERGB,Dinner Set - 35 Pcs,35 N D/SET PERSIA,LARAH,3985,3,DINNER SET 35 PC LARA,0,1580,1620,1650,,,,,
8907516198417,HTTC6MUG18CYC1,18CL Mug Set-6,6 N 18CL MUG CYCLADIA,LARAH,495,4,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516198455,HT1MUG40CYC1,39CL Mug - 1 Pc,1 N 39CL MUG CYCLADIA,LARAH,265,5,1 PC 39 CL MUG,46,5,3,2,36,,,,
8907516198554,HTTC6CUP14SPD1,14CL Cup Set -6 Pc,6 N 14CL CUP SPLENDA,LARAH,445,10,CUP 14 CL 6 PC,46,5,3,2,36,,,,
8907516198578,HTTC6MUG18SPD1,18CL Mug Set-6,6 N 18CL MUG SPLENDA,LARAH,495,6,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516198738,HTTC6MUG18MIR1,18CL Mug Set-6,6 N 18CL MUG MINAR,LARAH,495,9,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516198745,HTTC12CS14MIR1,14CL Cup Saucer Set -12Pc,12 N 14CL CUP SAUCER MINAR,LARAH,715,46,CUP SAUCER 14 CL ,46,5,3,2,36,,,,
8907516198875,HTTC6CUP14TAJ1,14CL Cup Set -6 Pc,6 N 14CL CUP TAJ,LARAH,445,7,CUP 14 CL 6 PC,46,5,3,2,36,,,,
8907516198899,HTTC6MUG18TAJ1,18CL Mug Set-6,6 N 18CL MUG TAJ,LARAH,495,6,COFFEE MUG 18 CL,46,5,3,2,36,,,,
8907516198905,HTTC12CS14TAJ1,14CL Cup Saucer Set -12Pc,12 N 14CL CUP SAUCER TAJ,LARAH,715,0,CUP SAUCER 14 CL ,46,5,3,2,36,,,,
8907516198950,HTTC6MXB1ASS452,Mixing Bowl - 6 Pc,6 N MIX. BOWL ASSORTED,LARAH,1015,97,MIXING BOWL LARA,50,5,3,2,40,,,,
8907516200028,HT12MS16DRENO,16CL Novelty Mug Saucer Set -12Pc,12 N 16CL MUG & SAUCER DREAMER,LARAH,895,3,CUP SAUCER 16 CL,46,5,3,2,36,,,,
8907516201858,HT3LBB400HEX,400ML LUNCH BOX - 3N,3 N 400ML LUNCH BOX HELIX(B),LARAH,995,9,TIFFIN LARA 3 CONTAINER,55,5,3,2,45,,,,
8907516201865,HT3LBB400VEB,400ML LUNCH BOX - 3N,3 N 400ML LUNCH BOX VEERA BLUE(B),LARAH,995,0,TIFFIN LARA 3 CONTAINER,55,5,3,2,45,,,,
8907516202312,HT3LB400ASS,400ML LUNCH BOX - 3N,3 N 400ML LUNCH BOX ASSORTED,Larah,995,54,TIFFIN LARA 3 CONTAINER,55,5,3,2,45,,,,
8907516204903,HT2LB400ZISMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX ZIVA SKY,LARAH,750,19,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204910,HT2LB400ZIVMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX ZIVA NAVY,LARAH,750,30,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204927,HT2LB400VEOMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH VEERA ORANGE,LARAH,750,25,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204934,HT2LB400VEBMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX VEERA BLUE,LARAH,750,6,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204941,HT2LB400HEXMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX HELIX,LARAH,750,20,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204958,HT2LB400GEOMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX GEO ORANGE,LARAH,750,18,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516204965,HT2LB400GEGMC,400ML LUNCH BOX - 2N,2 N 400ML LUNCH BOX GEO GREEN,LARAH,750,12,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516205481,HT2LB400ARIBC,400ML LUNCH BOX - 2N,2 N LUNCH BOX ARIA(BLUE CROSS),LARAH,750,15,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516205498,HT2LB400GEBBC,400ML LUNCH BOX - 2N,2 N LUNCH BOX GEO BLUE BL CROSS,LARAH,750,6,TIFFIN LARA 2 CONTAINER,50,5,3,2,40,,,,
8907516206013,HTTC37DS1CSCGB,Dinner Set - 37 Pcs,37 N D/SET CLASSIC,LARAH,5395,9,DINNER SET 37 PC LARA,50,5,3,2,40,,,,
8907516206174,HTTC37DS1MILGB,Dinner Set - 37 Pcs,37 N D/SET MILLENIA,LARAH,5395,2,DINNER SET 37 PC LARA,50,5,3,2,40,,,,
8907516206204,HTTC37DS1OCEGB,Dinner Set - 37 Pcs,37 N D/SET OCEAN,LARAH,5395,4,DINNER SET 37 PC LARA,50,5,3,2,40,,,,
8907516206211,HTTC37DS1ORAGB,Dinner Set - 37 Pcs,37 N D/SET ORA GOLD,LARAH,5395,5,DINNER SET 37 PC LARA,50,5,3,2,40,,,,
8907516206235,HTTC37DS1PERGB,Dinner Set - 37 Pcs,37 N D/SET PERSIA,LARAH,5395,7,DINNER SET 37 PC LARA,50,5,3,2,40,,,,
8907516206310,HTTC53DS1AGEGB,Dinner Set - 53 Pc,53 N D/SET AGERIA,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206334,HTTC53DS1BCAGB,Dinner Set - 53 Pc,53 N D/SET BLUE CASCADE,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206358,HTTC53DS1BFRGB,Dinner Set - 53 Pc,53 N D/SET BELLFLOWER,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206365,HTTC53DS1BORGB,Dinner Set - 53 Pc,53 N D/SET BORO,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206419,HTTC53DS1FIYGB,Dinner Set - 53 Pc,53 N D/SET FIREFLY,Larah,7395,3,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206457,HTTC53DS1INGGB,Dinner Set - 53 Pc,53 N D/SET INGOT,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206501,HTTC53DS1LYAGB,Dinner Set - 53 Pc,53 N D/SET LYANA,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516206532,HTTC53DS1MILGB,Dinner Set - 53 Pc,53 N D/SET MILLENIA,Larah,7395,1,DINNER SET 53 PC LARA,50,5,3,2,40,,,,
8907516208208,HTTC37DS1JSPFR,Dinner Set - 37 Pcs,37 N D/SET JASPER,LARAH,5995,4,FLARE SERIES,50,5,3,2,40,,,,
8907516208222,HTTC37DS1SNSFR,Dinner Set - 37 Pcs,37 N D/SET SANSA,LARAH,5995,3,FLARE SERIES,50,5,3,2,40,,,,
8907516208239,HTTC37DS1VGYFR,Dinner Set - 37 Pcs,37 N D/SET VERA GREY,LARAH,5995,3,FLARE SERIES,50,5,3,2,40,,,,
8907516208246,HTTC37DS1VYWFR,Dinner Set - 37 Pcs,37 N D/SET VERA YELLOW,LARAH,5995,3,FLARE SERIES,50,5,3,2,40,,,,
8907516208253,HTTC37DS1VGGFR,Dinner Set - 37 Pcs,37 N D/SET VERA GREEN,LARAH,5995,6,FLARE SERIES,50,5,3,2,40,,,,
8907516208260,HTTC49DS1JSPFR,Dinner Set - 49 Pcs,49 N D/SET JASPER,LARAH,6650,1,FLARE SERIES,50,5,3,2,40,,,,
8907516208338,HTTC51DS1LSAFR,Dinner Set - 51 Pcs,51 N D/SET LISA,LARAH,7795,1,FLARE SERIES,50,5,3,2,40,,,,
8907516208369,HTTC51DS1VYWFR,Dinner Set - 51 Pcs,51 N D/SET VERA YELLOW,LARAH,7795,1,FLARE SERIES,50,5,3,2,40,,,,
8907516208741,HT6SPL202LOGFL,SOUP PLATE SET - 6,6 N SOUP PLATE NEW LOGO,LARAH,750,76,PLAIN,50,0,0,0,40,,,,
8907516208772,HTTC18SS22RAGKO,Snack Set - 18 Pc,18 N SNACK SET RAGINA,LARAH,2099,0,SNACK SET 18 PC KOHINOOR,50,5,3,2,40,,,,
8907516212861,HT4CAS14AMEKO,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L AMER(KO),LARAH,1445,6,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516212892,HT4CAS14ELEFL,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L ELEGA(FL),LARAH,1345,0,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516212939,HT4CAS14LARFL,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L LARK(FL),LARAH,1345,1,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516212991,HT4CAS14PENFL,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L PENTAS(FL),LARAH,1345,2,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516213011,HT4CAS14QUZKO,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L QUARTZ(KO),LARAH,1445,0,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516213028,HT4CAS14RAGKO,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L RAGINA(KO),LARAH,1445,10,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516213073,HT4CAS14SRAKO,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L SUNHARA(KO),LARAH,1445,2,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516213141,HT4CAS14WALFL,Casserole Set - 4 Pc,4 N CASSEROLE  1.4L WALTZ(FL),LARAH,1345,1,CASSEROLE SET LARA,50,5,3,2,40,,,,
8907516213165,HTTC43DN1AMEKO,Dinner Set - 43,43 N D/SET AMER,LARAH,6595,3,DINNER SET 43 PC KOHINOOR,50,5,3,2,40,,,,
8907516213189,HTTC43DN1RAGKO,Dinner Set - 43,43 N D/SET RAGINA,LARAH,6595,2,DINNER SET 43 PC KOHINOOR,50,5,3,2,40,,,,
8907516213196,HTTC43DN1RYEKO,Dinner Set - 43,43 N D/SET ROYALE,LARAH,6595,3,DINNER SET 43 PC KOHINOOR,50,5,3,2,40,,,,
8907516213219,HTTC43DN1SYRKO,Dinner Set - 43,43 N D/SET SYRAH,LARAH,6595,2,DINNER SET 43 PC KOHINOOR,50,5,3,2,40,,,,
8907516213233,HTTC43DN1CYCKO,Dinner Set - 43,43 N D/SET CYCLADIA,LARAH,6595,3,DINNER SET 43 PC KOHINOOR,50,5,3,2,40,,,,
